"Name","BicepPath","BestPracticeResult","FairfaxDeployment","PublicDeployment","Status","QuickStartUri","BicepUri","QuickStartMoved","QuickStartAuthor","BicepAuthor","IsBicepQuickStart"
"201/web-app-sql-database","docs/examples/201/web-app-sql-database","FAIL","PASS","PASS","Live","https://github.com/Azure/azure-quickstart-templates/tree/master/quickstarts/microsoft.web/web-app-sql-database","https://github.com/Azure/bicep/tree/main/docs/examples/201/web-app-sql-database","TRUE","leestott","Mickaël Mottet","False"
"201/wvd-backplane-with-network-and-storage-and-monitoring","docs/examples/201/wvd-backplane-with-network-and-storage-and-monitoring",,,,,,,,,,
"201/wvd-create-hostpool","docs/examples/201/wvd-create-hostpool",,,,,,,,,,
"301/deployifnotexists-policy-with-initiative-and-assignment","docs/examples/301/deployifnotexists-policy-with-initiative-and-assignment",,,,,,,,,,
"301/deployment-script-dev-environment","docs/examples/301/deployment-script-dev-environment",,,,,,,,,,
"301/expressroute-circuit-vnet-connection","docs/examples/301/expressroute-circuit-vnet-connection","FAIL","FAIL","FAIL","Live","https://github.com/Azure/azure-quickstart-templates/tree/master/301-expressroute-circuit-vnet-connection","https://github.com/Azure/bicep/tree/main/docs/examples/301/expressroute-circuit-vnet-connection","FALSE","amitsriva","Mickaël Mottet","False"
"301/function-app-with-custom-domain-managed-certificate","docs/examples/301/function-app-with-custom-domain-managed-certificate",,,,,,,,,,
"301/insights-alertrules-application-insights","docs/examples/301/insights-alertrules-application-insights","FAIL","PASS","PASS","Live","https://github.com/Azure/azure-quickstart-templates/tree/master/quickstarts/microsoft.insights/insights-alertrules-application-insights","https://github.com/Azure/bicep/tree/main/docs/examples/301/insights-alertrules-application-insights","TRUE","janusznowak","Mickaël Mottet","False"
"301/log-analytics-with-datasources-solutions","docs/examples/301/log-analytics-with-datasources-solutions",,,,,,,,,,
"301/modules-vwan-to-vnet-s2s-with-fw","docs/examples/301/modules-vwan-to-vnet-s2s-with-fw",,,,,,,,,,
"301/nested-vms-in-virtual-network","docs/examples/301/nested-vms-in-virtual-network","FAIL","PASS","PASS","Live","https://github.com/Azure/azure-quickstart-templates/tree/master/demos/nested-vms-in-virtual-network","https://github.com/Azure/bicep/tree/main/docs/examples/301/nested-vms-in-virtual-network","TRUE","RyanLWilliams","Alex Frankel","False"
"301/publish-api-to-apim-opendocs","docs/examples/301/publish-api-to-apim-opendocs",,,,,,,,,,
"301/servicebus-namespace-vnet","docs/examples/301/servicebus-namespace-vnet","FAIL","PASS","PASS","Live","https://github.com/Azure/azure-quickstart-templates/tree/master/301-servicebus-namespace-vnet","https://github.com/Azure/bicep/tree/main/docs/examples/301/servicebus-namespace-vnet","FALSE","v-ajnava","Mickaël Mottet","False"
"301/sql-database-with-management","docs/examples/301/sql-database-with-management",,,,,,,,,,
"301/web-app-managed-identity-sql-db","docs/examples/301/web-app-managed-identity-sql-db",,,,,,,,,,
